show,type,genre,opening,closing,performances 
Caponsacchi,Revival,"Play, Drama","Nov 05, 1929",Dec 1929,39
Cappy Ricks,Original,Play,"Jan 13, 1919",May 1919,128
Caprice,Original,Play,"Dec 31, 1928",Jun 1929,186
Captain Applejack,Original,"Play, Farce","Dec 30, 1921",Jun 1922,195
Captain Barrington,Original,"Play, Drama","Nov 23, 1903",Jan 1904,51
Captain Brassbound's Conversion,Original,"Play, Comedy","Jan 28, 1907",Feb 1907,14
Captain Brassbound's Conversion,Revival,"Play, Comedy","Dec 27, 1950","Jan 07, 1951",15
Captain Brassbound's Conversion,Revival,"Play, Comedy","Apr 17, 1972","Apr 29, 1972",16
Captain Dieppe,Original,Play,"Sep 14, 1903",Nov 1903,60
Captain Jinks of the Horse Marines,Original,"Play, Comedy","Feb 04, 1901",Jul 1901,168
Captain Jinks of the Horse Marines,Original,"Play, Comedy","Sep 16, 1901",Oct 1901,24
Captain Jinks of the Horse Marines,Revival,"Play, Comedy","Feb 18, 1907",Mar 1907,33
Captain Jinks of the Horse Marines,Revival,"Play, Comedy","Jan 25, 1938","Feb 12, 1938",4
"Captain Kidd, Jr.",Original,Play,"Nov 13, 1916",Mar 1917,128
Captain Molly,Original,"Play, Comedy","Sep 08, 1902",Sep 1902,21
Captain Rufus,Original,"Musical, Comedy","Aug 12, 1907","Aug 17, 1907",8
Caravan,Original,"Play, Melodrama","Aug 29, 1928",Sep 1928,21
Career Angel,Revival,Play,"May 23, 1944","Jun 10, 1944",22
Carib Song,Original,Musical,"Sep 27, 1945","Oct 27, 1945",36
Caribbean Carnival,Original,"Musical, Revue","Dec 05, 1947","Dec 13, 1947",11
"Carl, The Fiddler",Original,"Musical, Drama","Sep 18, 1871","Sep 30, 1871",12
Carmelina,Original,Musical,"Apr 08, 1979","Apr 21, 1979",17
Carmen,Revival,Play,"Dec 18, 1905",Jan 1906,16
Carmen,Revival,"Musical, Opera","Apr 26, 1944","May 03, 1944",2
Carmen,Revival,"Special, Opera","Sep 30, 1945","Jun 01, 1946",12
Carmen,Revival,"Special, Opera","May 04, 1946","May 11, 1946",2
Carmen,Revival,"Special, Opera","Apr 23, 1947","May 11, 1947",3
Carmen,Revival,"Special, Opera","Apr 14, 1948","May 02, 1948",21
Carmen Amaya and Her Company,Original,"Special, Dance","Nov 22, 1955","Dec 11, 1955",18
Carmen Jones,Original,Musical,"Dec 02, 1943","Feb 10, 1945",503
Carmen Jones,Revival,Musical,"May 02, 1945",<em>Closing date unknown</em>,21
Carmen Jones,Revival,Musical,"Apr 07, 1946","May 04, 1946",32
Carnival,Original,"Play, Drama","Dec 24, 1919",Jan 1920,13
Carnival,Original,Play,"Dec 29, 1924",Jan 1925,32
Carnival,Original,Play,"May 07, 1928","May 07, 1928",1
Carnival,Original,"Play, Drama","Apr 24, 1929","May 11, 1929",24
Carnival in Flanders,Original,"Musical, Comedy","Sep 08, 1953","Sep 12, 1953",6
Carnival!,Original,"Musical, Puppets","Apr 13, 1961","Jan 05, 1963",719
Caroline,Original,Play,"Sep 20, 1916",Oct 1916,45
"Caroline, or Change",Original,"Musical, Drama","May 02, 2004","Aug 29, 2004",136
Carousel,Original,"Musical, Drama","Apr 19, 1945","May 24, 1947",890
Carousel,Revival,"Musical, Drama","Feb 22, 1949","Mar 05, 1949",32
Carousel,Revival,"Musical, Drama","Jun 02, 1954","Aug 08, 1954",79
Carousel,Revival,"Musical, Drama","Sep 11, 1957","Sep 29, 1957",24
Carousel,Revival,"Musical, Drama","Mar 24, 1994","Jan 15, 1995",337
Carousel,Revival,"Musical, Drama","Apr 12, 2018","Sep 16, 2018",181
Carrie,Original,Musical,"May 12, 1988","May 15, 1988",5
Carrots,Original,Play,"Oct 06, 1902",Dec 1902,89
Carry Me Back to Morningside Heights,Original,"Play, Comedy","Feb 27, 1968","Mar 02, 1968",7
Carry Nation,Original,Play,"Oct 29, 1932",Nov 1932,30
Carry On,Original,Play,"Jan 23, 1928",Jan 1928,8
Casa Valentina,Original,Play,"Apr 23, 2014","Jun 29, 2014",79
Casanova,Original,"Play, Drama","Sep 26, 1923",Dec 1923,77
Case History,Original,"Play, Drama","Oct 21, 1938","Oct 29, 1938",11
Case of Clyde Griffiths,Original,"Play, Drama","Mar 13, 1936",Mar 1936,19
Casey Jones,Original,"Play, Drama","Feb 19, 1938",Mar 1938,25
Cashel Byron,Original,Play,"Dec 27, 1900","Dec 27, 1900",1
Cashel Byron,Revival,Play,"Jan 08, 1906","Jan 20, 1906",16
Caste,Revival,Play,"Apr 25, 1910",Jun 1910,48
Caste,Original,Play,"Dec 23, 1927",Dec 1927,11
Castles in the Air,Original,"Musical, Comedy","Sep 06, 1926","Jan 22, 1927",160
Cat on a Hot Tin Roof,Original,"Play, Drama","Mar 24, 1955","Nov 17, 1956",694
Cat on a Hot Tin Roof,Revival,"Play, Drama","Sep 24, 1974","Feb 08, 1975",160
Cat on a Hot Tin Roof,Revival,"Play, Drama","Mar 21, 1990","Aug 01, 1990",149
Cat on a Hot Tin Roof,Revival,"Play, Drama","Nov 02, 2003","Mar 07, 2004",145
Cat on a Hot Tin Roof,Revival,"Play, Drama","Jan 17, 2013","Mar 30, 2013",84
Catch a Star!,Original,"Musical, Revue","Sep 06, 1955","Sep 24, 1955",23
Catch Me if You Can,Original,Play,"Mar 09, 1965","Jun 05, 1965",103
Catch Me If You Can,Original,"Musical, Comedy","Apr 10, 2011","Sep 04, 2011",166
Catherine,Original,"Musical, Burlesque","Sep 24, 1903","May 28, 1904",165
Catherine Was Great,Original,Play,"Aug 02, 1944","Jan 13, 1945",191
Cats,Original,Musical,"Oct 07, 1982","Sep 10, 2000",7485
Cats,Revival,Musical,"Jul 31, 2016","Dec 30, 2017",593
Catskill Dutch,Original,"Play, Drama","May 06, 1924",May 1924,7
Caught,Original,"Play, Drama","Oct 05, 1925",Nov 1925,32
Caught in the Rain,Original,"Play, Farce","Dec 31, 1906",May 1907,161
Caught Wet,Original,Play,"Nov 04, 1931",Nov 1931,13
Ceiling Zero,Original,Play,"Apr 10, 1935",Jul 1935,104
Celebrating Sondheim,Original,"Special, Concert","Dec 02, 2002","Jan 06, 2003",10
Celebration,Original,Musical,"Jan 22, 1969","Apr 26, 1969",109
Celebrity,Original,"Play, Comedy","Dec 26, 1927",Jan 1928,24
Celebrity Autobiography,Original,Special,"Nov 26, 2018","Dec 17, 2018",3
Cendrillon,Original,"Musical, Spectacle","Dec 13, 1866","Jan 28, 1867",36
Censored,Original,"Play, Melodrama","Feb 26, 1938",Mar 1938,9
Censored Scenes From King Kong,Original,"Musical, Comedy","Mar 06, 1980","Mar 09, 1980",5
Centuries,Original,Play,"Nov 29, 1927",Jan 1928,39
Chains,Original,Play,"Dec 16, 1912","Dec 16, 1912",1
Chains,Original,"Play, Drama","Sep 19, 1923",Jan 1924,125
Chains of Dew,Original,"Play, Comedy","Apr 27, 1922",May 1922,16
Chalk Dust,Original,"Play, Drama","Mar 04, 1936",Apr 1936,51
Chalked Out,Original,"Play, Melodrama","Mar 25, 1937",<em>Closing date unknown</em>,12
Champagne Complex,Original,"Play, Farce","Apr 12, 1955","Apr 30, 1955",23
"Champagne, Sec",Original,"Musical, Operetta","Oct 14, 1933","Jan 20, 1934",113
Change,Original,Play,"Jan 27, 1914",Feb 1914,11
Change Your Luck,Original,"Musical, Comedy","Jun 06, 1930","Jun 19, 1930",16
Chantecler,Original,Play,"Jan 23, 1911",Apr 1911,96
Chaplin,Original,Musical,"Sep 10, 2012","Jan 06, 2013",135
Chapter Two,Original,"Play, Comedy","Dec 04, 1977","Dec 08, 1979",857
Charlie and Algernon,Original,Musical,"Sep 14, 1980","Sep 28, 1980",17
Charlie and the Chocolate Factory,Original,Musical,"Apr 23, 2017","Jan 14, 2018",305
Charlot Revue,Original,"Musical, Revue","Nov 10, 1925","Mar 06, 1926",138
Charlotte,Original,"Play, Monologue","Feb 27, 1980","Mar 01, 1980",5
Charm,Original,"Play, Comedy","Nov 28, 1929",Dec 1929,4
Chauve-Souris [1922],Original,"Musical, Vaudeville","Feb 04, 1922",Jun 1922,153
Chauve-Souris [1927],Original,"Special, Vaudeville","Oct 10, 1927","Dec 17, 1927",80
Chauve-Souris [1929],Original,"Musical, Revue","Jan 22, 1929","Mar 04, 1929",47
Chauve-Souris [1943],Original,"Musical, Revue","Aug 12, 1943","Aug 21, 1943",12
Cheaper to Marry,Original,Play,"Apr 15, 1924",Jun 1924,71
Cheaters,Original,"Play, Comedy","Jan 15, 1978","Feb 11, 1978",33
Cheating Cheaters,Original,Play,"Aug 09, 1916",Apr 1917,286
Checkers,Original,"Play, Comedy","Sep 28, 1903",Nov 1903,48
Checkers,Revival,"Play, Comedy","Jan 25, 1904",Feb 1904,32
Checkers,Original,"Play, Comedy","Aug 02, 1904",Aug 1904,14
Checking Out,Original,Play,"Sep 14, 1976","Sep 25, 1976",15
Checkmates,Original,"Play, Comedy","Aug 04, 1988","Dec 31, 1988",172
Chee-Chee,Original,"Musical, Comedy","Sep 25, 1928","Oct 20, 1928",31
Cheer Up,Original,"Play, Comedy","Dec 30, 1912",Jan 1913,24
Cheer Up,Original,"Musical, Revue","Aug 23, 1917","May 11, 1918",456
Chemin de Fer,Revival,Play,"Nov 26, 1973","Feb 16, 1974",42
Chéri,Original,Play,"Oct 12, 1959","Nov 28, 1959",56
Cherry Blossoms,Original,Musical,"Mar 28, 1927","May 14, 1927",56
Chess,Original,"Musical, Drama","Apr 28, 1988","Jun 25, 1988",68
Chicago,Original,"Play, Comedy","Dec 30, 1926",May 1927,172
Chicago,Original,"Musical, Comedy","Jun 03, 1975","Aug 27, 1977",936
Chicken Feed,Original,"Play, Comedy","Sep 24, 1923",Jan 1924,144
Child of Fortune,Original,Play,"Nov 13, 1956","Dec 01, 1956",23
Child's Play,Original,"Play, Drama","Feb 17, 1970","Dec 12, 1970",342
Children From Their Games,Original,Play,"Apr 11, 1963","Apr 13, 1963",4
Children of a Lesser God,Original,"Play, Drama","Mar 30, 1980","May 16, 1982",887
Children of Darkness,Original,Play,"Jan 07, 1930",Mar 1930,79
Children of Destiny,Original,Play,"Feb 21, 1910",Mar 1910,24
Children of Earth,Original,Play,"Jan 12, 1915",Feb 1915,39
Children of the Ghetto,Original,"Play, Drama","Oct 16, 1899",Dec 1899,49
Children of the Moon,Original,"Play, Drama","Aug 17, 1923",Nov 1923,117
Children of the Wind,Original,Play,"Oct 24, 1973","Oct 27, 1973",6
Children of Today,Original,Play,"Dec 01, 1913",Dec 1913,24
Children! Children!,Original,"Play, Thriller","Mar 07, 1972","Mar 07, 1972",1
Chin Chin,Original,"Musical, Fantasy","Oct 20, 1914",<em>Closing date unknown</em>,295
China Doll,Original,Play,"Dec 04, 2015","Jan 31, 2016",54
China Rose,Original,"Musical, Operetta","Jan 19, 1925","May 09, 1925",120
Chinese Acrobats & Magicians of Taiwan,Original,Special,"Dec 18, 1979","Dec 30, 1979",16
Chinese Acrobats of Taiwan,Original,Special,"Nov 23, 1976","Dec 05, 1976",16
Chinese Coffee,Original,Play,"Jun 24, 1992","Aug 01, 1992",11
Chinese O'Neill,Original,"Play, Melodrama","May 22, 1929",Jun 1929,13
Chinglish,Original,"Play, Comedy","Oct 27, 2011","Jan 29, 2012",109
Chips With Everything,Original,Play,"Oct 01, 1963","Feb 08, 1964",149
Chita Rivera: The Dancer's Life,Original,Musical,"Dec 11, 2005","Feb 19, 2006",72
Chitty Chitty Bang Bang,Original,"Musical, Comedy","Apr 28, 2005","Dec 31, 2005",285
Chivalry,Original,Play,"Dec 15, 1925",Jan 1926,23
Choephori,Original,Play,"Dec 17, 1968","Jan 05, 1969",20
Chris and the Wonderful Lamp,Original,"Musical, Extravaganza","Jan 01, 1900","Feb 24, 1900",58
Christine,Original,Musical,"Apr 28, 1960","May 08, 1960",12
Christmas Eve,Original,"Play, Drama","Dec 27, 1939","Dec 30, 1939",6
Christophe Colomb,Original,"Play, Drama","Jan 30, 1957","Feb 02, 1957",6
Christopher Blake,Original,"Play, Drama","Nov 30, 1946","Mar 08, 1947",114
Chronicle of a Death Foretold,Original,"Musical, Dance","Jun 15, 1995","Jul 16, 1995",37
Chrysalis,Original,Play,"Nov 15, 1932","Dec 03, 1932",23
Chu Chem,Original,Musical,"Apr 07, 1989","May 14, 1989",45
Chu Chin Chow,Original,Musical,"Oct 22, 1917","Apr 27, 1918",208
Church Street,Original,Play,"Nov 19, 1934","Nov 19, 1934",1
Cinderelative,Original,"Play, Comedy","Sep 18, 1930",Sep 1930,4
Cinderella,Original,"Musical, Extravaganza","Sep 09, 1861","Oct 05, 1861",24
Cinders,Original,"Musical, Comedy","Apr 03, 1923","Apr 28, 1923",31
Circus Tournament,Original,"Special, Circus","Apr 12, 1905","Dec 09, 1905",296
Cirque Dreams,Original,"Musical, Circus","Jun 26, 2008","Aug 24, 2008",70
Cirque du Soleil Paramour,Original,"Musical, Circus","May 25, 2016","Apr 16, 2017",366
City Haul,Original,"Play, Comedy","Dec 30, 1929",Mar 1930,77
City of Angels,Original,"Musical, Comedy","Dec 11, 1989","Jan 19, 1992",879
Civilian Clothes,Original,"Play, Comedy","Sep 12, 1919","Jan 17, 1920",150
Clair de Lune,Original,"Play, Drama","Apr 18, 1921",Jun 1921,64
Claire Adams,Original,"Play, Drama","Nov 19, 1929",Nov 1929,7
Clarence,Original,"Play, Comedy","Sep 20, 1919",Jun 1920,300
Clarence Darrow,Original,"Play, Solo","Mar 26, 1974","Apr 23, 1974",29
Clarence Darrow,Original,"Play, Solo","Mar 03, 1975","Mar 22, 1975",18
Clash by Night,Original,Play,"Dec 27, 1941","Feb 07, 1942",49
Class of '29,Original,"Play, Drama","May 15, 1936",Jun 1936,50
Classmates,Original,"Play, Farce","Aug 29, 1907",Nov 1907,102
Claudia,Original,"Play, Comedy","Feb 12, 1941","Jan 09, 1943",722
Clean Beds,Original,"Play, Drama","May 25, 1939",May 1939,4
Clear All Wires,Original,"Play, Comedy","Sep 14, 1932","Dec 03, 1932",93
Cleavage,Original,Musical,"Jun 23, 1982","Jun 23, 1982",1
Cleo on Broadway,Original,"Special, Concert","Oct 05, 1977","Oct 09, 1977",6
Close Harmony,Original,"Play, Comedy","Dec 01, 1924",Dec 1924,24
Close Quarters,Original,"Play, Drama","Mar 06, 1939",Mar 1939,8
Closer,Original,"Play, Drama","Mar 25, 1999","Aug 22, 1999",172
Clothes,Original,"Play, Drama","Sep 11, 1906",Dec 1907,113
Clothes for a Summer Hotel,Original,"Play, Drama","Mar 26, 1980","Apr 06, 1980",15
Cloud 7,Original,"Play, Comedy","Feb 14, 1958","Feb 22, 1958",11
Clouds,Original,Play,"Sep 02, 1925",Oct 1925,38
Cloudy with Showers,Original,"Play, Comedy","Sep 01, 1931",Nov 1931,71
Clover,Original,"Musical, Opera","May 08, 1889","Oct 05, 1889",173
Clubs Are Trumps,Original,"Play, Comedy","Oct 14, 1924",Oct 1924,6
Clutterbuck,Original,"Play, Comedy","Dec 03, 1949","Jun 10, 1950",218
Co-respondent Unknown,Original,Play,"Feb 11, 1936",May 1936,121
Coastal Disturbances,Original,Play,"Mar 04, 1987","Jan 03, 1988",350
Coastwise,Original,"Play, Drama","Nov 30, 1931",Jan 1932,37
Coat-tales,Original,Play,"Jul 31, 1916",Aug 1916,32
Cobra,Original,"Play, Drama","Apr 22, 1924",Jun 1924,63
Cock O' the Roost,Original,"Play, Comedy","Oct 13, 1924",Nov 1924,24
Cock o' the Walk,Original,Play,"Dec 27, 1915",Feb 1916,72
Cock-A-Doodle Dandy,Revival,Play,"Jan 20, 1969","Apr 26, 1969",40
Coco,Original,Musical,"Dec 18, 1969","Oct 03, 1970",329
Cohan and Harris Minstrels [1909],Original,"Musical, Minstrel","Aug 16, 1909","Aug 28, 1909",16
Cold Feet,Original,"Play, Farce","May 21, 1923",Jun 1923,24
Cold in Sables,Original,"Play, Comedy","Dec 23, 1931",Jan 1932,15
Cold Storage,Original,Play,"Dec 29, 1977","Jun 04, 1978",180
Colin Quinn -- An Irish Wake,Original,"Play, Solo","Aug 27, 1998","Sep 19, 1998",22
Collected Stories,Original,"Play, Drama","Apr 28, 2010","Jun 13, 2010",54
Collector's Item,Original,"Play, Comedy","Feb 08, 1952","Feb 09, 1952",3
Collision,Original,"Play, Comedy","Feb 16, 1932",Feb 1932,7
Colonel Newcome,Original,Play,"Apr 10, 1917",May 1917,31
Colonel Satan,Original,"Play, Comedy","Jan 10, 1931",Jan 1931,17
Colorado,Original,"Play, Drama","Nov 18, 1901",Dec 1901,48
Columbus Reconstructed,Revival,"Musical, Burlesque","Jul 09, 1866","Aug 04, 1866",24
Columbus Reconstructed,Revival,"Musical, Burlesque","Jul 22, 1867","Aug 03, 1867",12
Come Across,Original,"Play, Comedy","Sep 14, 1938",Sep 1938,13
Come Along,Original,"Musical, Comedy","Apr 08, 1919","May 17, 1919",47
Come Angel Band,Original,"Play, Drama","Feb 18, 1936",Feb 1936,2
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",Original,Play,"Feb 18, 1982","Apr 04, 1982",52
"Come Back, Little Sheba",Original,"Play, Drama","Feb 15, 1950","Jul 29, 1950",191
"Come Back, Little Sheba",Revival,"Play, Drama","Jan 24, 2008","Mar 16, 2008",58
Come Blow Your Horn,Original,"Play, Comedy","Feb 22, 1961","Oct 06, 1962",677
Come Easy,Original,"Play, Comedy","Aug 29, 1933",Sep 1933,23
Come Fly Away,Original,"Musical, Dance","Mar 25, 2010","Sep 05, 2010",188
Come Live With Me,Original,"Play, Comedy","Jan 26, 1967","Jan 28, 1967",4
Come on Strong,Original,Play,"Oct 04, 1962","Nov 03, 1962",36
Come Out of the Kitchen,Original,Play,"Oct 23, 1916",May 1917,224
Come Seven,Original,"Play, Comedy","Jul 19, 1920",Sep 1920,72
Come Summer,Original,Musical,"Mar 18, 1969","Mar 22, 1969",7
Come to Bohemia,Original,Musical,"Apr 27, 1916","May 13, 1916",20
Come What May,Original,"Play, Drama","May 15, 1934","Jun 02, 1934",23
Come-on Charlie,Original,Play,"Apr 08, 1919",May 1919,55
Comedians,Original,Play,"Nov 28, 1976","Apr 03, 1977",145
Comes a Day,Original,"Play, Drama","Nov 06, 1958","Nov 29, 1958",28
Comes the Revelation,Original,Play,"May 26, 1942","May 27, 1942",2
Comin' Uptown,Original,Musical,"Dec 20, 1979","Jan 27, 1980",45
Coming Thro' The Rye,Original,"Musical, Comedy","Jan 09, 1906","Feb 10, 1906",34
Command Decision,Original,Play,"Oct 01, 1947","Sep 18, 1948",409
Commedia Dell' Arte,Original,Play,"Apr 05, 1927",May 1927,31
Common Clay,Original,Play,"Aug 26, 1915",May 1916,316
Common Ground,Original,Play,"Apr 25, 1945","Jun 23, 1945",69
Company,Original,"Musical, Drama","Apr 26, 1970","Jan 01, 1972",705
Company,Revival,"Special, Drama","Apr 11, 1993","Apr 12, 1993",2
Company,Revival,"Musical, Drama","Oct 05, 1995","Dec 03, 1995",68
Company,Revival,"Musical, Drama","Nov 29, 2006","Jul 01, 2007",246
Compulsion,Original,Play,"Oct 24, 1957","Feb 22, 1958",140
Comtesse Coquette,Original,"Play, Comedy","Apr 12, 1907","Jun 15, 1907",76
Comtesse Coquette,Original,"Play, Comedy","Sep 02, 1907",Sep 1907,25
Con & Co.,Original,Play,"Sep 20, 1910",Oct 1910,23
Concert Varieties,Original,"Musical, Vaudeville","Jun 01, 1945","Jun 28, 1945",36
Concerto for Fun,Original,Special,"May 09, 1949","May 09, 1949",1
Conduct Unbecoming,Original,"Play, Drama","Oct 12, 1970","Feb 14, 1971",144
Confession,Original,Play,"May 02, 1927","May 02, 1927",1
Conflict,Original,Play,"Mar 06, 1929",Apr 1929,37
Congai,Original,Play,"Nov 27, 1928",Mar 1929,135
Congratulations,Original,"Play, Comedy","Apr 30, 1929",Jun 1929,39
Conjur Man Dies,Original,"Play, Comedy","Mar 11, 1936",Apr 1936,24
Connie Goes Home,Original,"Play, Comedy","Sep 06, 1923",Sep 1923,20
Conquest,Original,Play,"Feb 18, 1933","Feb 25, 1933",10
Conscience,Original,"Play, Drama","Sep 11, 1924",Jan 1925,132
Consequences,Original,Play,"Oct 01, 1914",Nov 1914,36
Constellations,Original,Play,"Jan 13, 2015","Mar 15, 2015",76
Contact,Original,"Musical, Dance","Mar 30, 2000","Sep 01, 2002",1010
Continental Varieties,Original,"Musical, Revue","Oct 03, 1934","Nov 13, 1934",44
Continental Varieties,Original,"Musical, Revue","Dec 26, 1935","Dec 31, 1935",9
Conversation at Midnight,Original,Play,"Nov 12, 1964","Nov 14, 1964",4
Conversations With My Father,Original,Play,"Mar 22, 1992","Mar 14, 1993",402
Coon Hollow,Original,Play,"Aug 27, 1894",<em>Closing date unknown</em>,14
Copenhagen,Original,"Play, Drama","Apr 11, 2000","Jan 21, 2001",326
Copper and Brass,Original,"Musical, Comedy","Oct 17, 1957","Nov 16, 1957",36
Copperfield,Original,Musical,"Apr 13, 1981","Apr 26, 1981",13
Coquelico,Original,Special,"Feb 22, 1979","Apr 01, 1979",45
"Coralie and Company, Dressmakers",Original,"Play, Farce","Feb 05, 1900",Mar 1900,57
Cordelia Blossom,Original,Play,"Aug 26, 1914",Sep 1914,16
Coriolanus,Revival,"Play, Tragedy","Jan 25, 1938","Feb 12, 1938",4
Cornelia Otis Skinner,Original,"Special, Sketches","Nov 22, 1932","Dec 10, 1932",24
Cortez,Original,"Play, Comedy","Nov 04, 1929",Nov 1929,8
Cosi Sia,Original,Play,"Dec 08, 1923",Dec 1923,2
Counsel's Opinion,Original,Play,"Dec 13, 1932",Dec 1932,5
Counsellor-at-Law,Original,"Play, Drama","Nov 06, 1931","Jul 06, 1932",292
Counsellor-at-Law,Revival,"Play, Drama","Sep 12, 1932",May 1933,120
Counsellor-at-Law,Revival,Play,"Nov 24, 1942","Jul 10, 1943",258
Counterattack,Original,"Play, Drama","Feb 04, 1943","Apr 17, 1943",85
Countess Julia,Original,Play,"Apr 28, 1913","May 02, 1913",3
Countess Maritza,Original,"Musical, Operetta","Sep 18, 1926","Jun 25, 1927",321
Countess Maritza,Revival,"Musical, Operetta","Apr 09, 1928","Apr 21, 1928",16
Courage,Original,"Play, Comedy","Oct 08, 1928",Jun 1929,280
Courtin' Time,Original,"Musical, Comedy","Jun 13, 1951","Jul 14, 1951",37
Courting,Original,"Play, Comedy","Sep 12, 1925",Oct 1925,41
Cousin Kate,Original,"Play, Comedy","Oct 19, 1903",Nov 1903,44
Cousin Kate,Original,"Play, Comedy","Apr 04, 1904",Apr 1904,16
Cousin Kate,Revival,"Play, Comedy","May 06, 1907",May 1907,16
Cousin Kate,Revival,Play,"Jan 29, 1912",Mar 1912,48
Cousin Louisa,Original,"Play, Melodrama","Apr 30, 1906","May 07, 1906",8
Cousin Sonia,Original,"Play, Comedy","Dec 07, 1925",Jan 1926,30
